year,samples,log_loss,brier_score,ranked_probability_score,accuracy,top1_accuracy,expected_calibration_error,maximum_calibration_error,mean_confidence,confidence_minus_accuracy
2002,64,1.0303850405162578,0.6123597245919421,0.21376281655283172,0.5,0.5,0.16374988546017488,0.4114840156289234,0.5300706671412965,0.03007066714129647
2006,64,0.8831901054764714,0.510821228238399,0.16760185072189493,0.640625,0.640625,0.07585798619587522,0.11444903579406795,0.5647670138041248,-0.07585798619587525
2010,64,0.9841704619277907,0.5820189315110827,0.19691618643962144,0.546875,0.546875,0.08012287060513801,0.32220220183772574,0.5454100743531722,-0.0014649256468277638
2014,64,0.924697341987538,0.5482162356724898,0.19194851743622057,0.609375,0.609375,0.11145083167774122,0.22345851108987258,0.5395525071091072,-0.06982249289089282
2018,64,0.9547545251101885,0.566612490239628,0.202255160857198,0.5625,0.5625,0.0544889897000161,0.18609676122800117,0.5405916961712487,-0.021908303828751308
2022,64,1.058724535170339,0.6168211369601975,0.22150428424900498,0.5,0.5,0.12569331952888513,0.5038121974224565,0.5745356462752502,0.07453564627525022
