model,windows,accuracy_mean,accuracy_std,top1_accuracy_mean,top1_accuracy_std,log_loss_mean,log_loss_std,brier_score_mean,brier_score_std,ranked_probability_score_mean,ranked_probability_score_std
full_primary_model,6,0.5598958333333334,0.05712570659665111,0.5598958333333334,0.05712570659665111,0.9726498753756497,0.06557274253200168,0.5728056021196206,0.0401793059315715,0.1989963974778682,0.01884040707811663
elo_poisson,6,0.5598958333333334,0.04003985644538035,0.5598958333333334,0.04003985644538035,0.9852592400236828,0.0685367597561886,0.5807078450290842,0.0419100284130774,0.20265729810033184,0.019612920461329463
elo_probability,6,0.5598958333333334,0.04003985644538035,0.5598958333333334,0.04003985644538035,0.9920681732033326,0.04669867612802751,0.5884612082505458,0.030086093281122342,0.20584727079193957,0.013243629261214064
elo_logistic,6,0.5260416666666666,0.07504339022636615,0.5260416666666666,0.07504339022636615,1.0115416596899076,0.0664876395091189,0.5989920809543551,0.04363291221340362,0.2116914576189225,0.021259090966913374
fifa_logistic,6,0.4947916666666667,0.0689391337823929,0.4947916666666667,0.0689391337823929,1.0139452446949353,0.05310376004468622,0.6061291048411449,0.03912706298751775,0.21472539679723313,0.015808286537082612
random_uniform,6,0.3359375,0.053900588470813554,0.3359375,0.053900588470813554,1.0986122886681098,0.0,0.6666666666666669,0.0,0.23958333333333337,0.0035579690159581964
