year,selected_model,inner_windows,inner_log_loss_mean,train_matches,test_matches,log_loss,brier_score,ranked_probability_score,accuracy,top1_accuracy
2006,logistic_plain_c2,1,1.0303721813051605,30040,64,0.8833539035266889,0.5109014893805383,0.16763804894441034,0.640625,0.640625
2010,logistic_plain_c0_5,2,0.9567799740328644,33867,64,0.9841652140100168,0.5820069529468945,0.19690862790531088,0.546875,0.546875
2014,logistic_plain_c0_5,3,0.9659083873585819,37864,64,0.9247291636048061,0.5482413898170508,0.1919608126214486,0.609375,0.609375
2018,logistic_plain_c0_5,4,0.9556135814201379,41642,64,0.9547180234755639,0.566595965662048,0.2022484465779049,0.5625,0.5625
2022,logistic_plain_c0_5,5,0.9554344698312232,45703,64,1.0587269030977828,0.6168197902866088,0.2215002967655348,0.5,0.5
