samples,bins,non_empty_bins,expected_calibration_error,maximum_calibration_error,mean_confidence,top1_accuracy,confidence_minus_accuracy,mean_entropy
384.0,10.0,6.0,0.0312550278457824,0.3412534323066586,0.549158251638901,0.5598958333333334,-0.010737581694432397,0.96838549045868
