metric,value
mean_max_probability,0.549158251638901
median_max_probability,0.5368818203179655
p90_max_probability,0.7059659044808794
mean_entropy,0.96838549045868
median_entropy,1.010944569485896
mean_probability_team_a_loss,0.3279842120788112
mean_probability_draw,0.21835246515823856
mean_probability_team_a_win,0.4536633227629503
