group,team_a,team_b,team_a_win,draw,team_b_win,team_a_goals_lambda,team_b_goals_lambda
A,Mexico,South Africa,0.7571697768347446,0.19200913262703492,0.05082109053822051,,
A,Mexico,South Korea,0.632107295230236,0.26202565422861834,0.10586705054114567,,
A,Mexico,Czechia,0.7196934962285433,0.21558937941582942,0.06471712435562726,,
A,South Africa,South Korea,0.2810821673897679,0.3498278754590935,0.3690899571511386,,
A,South Africa,Czechia,0.3716626386465402,0.3495616301035287,0.27877573124993116,,
A,South Korea,Czechia,0.5224978200607092,0.30631754144336076,0.17118463849593007,,
B,Canada,Bosnia and Herzegovina,0.6292832412569626,0.2604566177837527,0.11026014095928474,,
B,Canada,Qatar,0.7068659141900959,0.22048011961456973,0.07265396619533446,,
B,Canada,Switzerland,0.30203183721791804,0.3433448193150097,0.35462334346707225,,
B,Bosnia and Herzegovina,Qatar,0.5114216601866903,0.31155438447552264,0.17702395533778714,,
B,Bosnia and Herzegovina,Switzerland,0.13896695784533897,0.2932522624329079,0.5677807797217531,,
B,Qatar,Switzerland,0.09104455039378931,0.24991427841200298,0.6590411711942077,,
C,Brazil,Morocco,0.44838332500626343,0.3315271492926705,0.2200895257010661,,
C,Brazil,Haiti,0.8528920815210307,0.12756750537085731,0.01954041310811197,,
C,Brazil,Scotland,0.6990889889234491,0.22722255395265925,0.07368845712389172,,
C,Morocco,Haiti,0.839527615174943,0.13728609421281826,0.023186290612238813,,
C,Morocco,Scotland,0.6757422850341883,0.2397888716391922,0.08446884332661947,,
C,Haiti,Scotland,0.2080582480344435,0.3346995963033339,0.45724215566222265,,
D,United States,Paraguay,0.45145856390628425,0.33085165883804013,0.21768977725567562,,
D,United States,Australia,0.39664647895568134,0.34400160662992196,0.25935191441439676,,
D,United States,Turkey,0.39671595414035954,0.34265191142651125,0.26063213443312927,,
D,Paraguay,Australia,0.3663891132209224,0.348313777596553,0.28529710918252466,,
D,Paraguay,Turkey,0.36635014093177454,0.3469001622233831,0.2867496968448424,,
D,Australia,Turkey,0.42016362379569316,0.3374318659123355,0.2424045102919714,,
E,Germany,Curacao,0.8535810640942968,0.1273697518176881,0.019049184088015127,,
E,Germany,Ivory Coast,0.6220943980691266,0.2673479497115864,0.11055765221928712,,
E,Germany,Ecuador,0.5000634358815359,0.317903703284257,0.18203286083420717,,
E,Curacao,Ivory Coast,0.14714694008950846,0.30144985111107075,0.5514032087994208,,
E,Curacao,Ecuador,0.08147973426010788,0.23965616504607562,0.6788641006938165,,
E,Ivory Coast,Ecuador,0.30295236825527544,0.3476035684035321,0.3494440633411925,,
F,Netherlands,Japan,0.5175331856488918,0.31108419407627735,0.17138262027483075,,
F,Netherlands,Sweden,0.6932686618359587,0.2308878483801433,0.07584348978389807,,
F,Netherlands,Tunisia,0.8073481434821357,0.16057221701690166,0.032079639500962626,,
F,Japan,Sweden,0.609077244477385,0.27265356010061637,0.11826919542199865,,
F,Japan,Tunisia,0.7458140604838557,0.20000822837822174,0.05417771113792261,,
F,Sweden,Tunisia,0.5825466812103508,0.2833184382584446,0.1341348805312046,,
G,Belgium,Egypt,0.5927043482904575,0.28134238609742745,0.12595326561211512,,
G,Belgium,Iran,0.5217964912807652,0.310540426285007,0.1676630824342278,,
G,Belgium,New Zealand,0.7930584055265657,0.16835035347148175,0.03859124100195254,,
G,Egypt,Iran,0.35042172692748547,0.3477187109451656,0.3018595621273489,,
G,Egypt,New Zealand,0.665333203804441,0.24146589725841552,0.09320089893714337,,
G,Iran,New Zealand,0.7245624971353399,0.20938806048320413,0.06604944238145598,,
H,Spain,Cape Verde,0.8651894583183828,0.11967055913924787,0.01513998254236938,,
H,Spain,Saudi Arabia,0.8601107949227913,0.12331015044933237,0.016579054627876434,,
H,Spain,Uruguay,0.7390278222801923,0.20632332785412333,0.054648849865684385,,
H,Cape Verde,Saudi Arabia,0.4111647424128878,0.33898887559018537,0.24984638199692674,,
H,Cape Verde,Uruguay,0.22718522396973373,0.3357155023935072,0.43709927363675916,,
H,Saudi Arabia,Uruguay,0.2357600331437503,0.3403594793765689,0.42388048747968077,,
I,France,Senegal,0.7029233020538725,0.22793249433949095,0.06914420360663649,,
I,France,Iraq,0.8552259436177733,0.12678749984048038,0.01798655654174642,,
I,France,Norway,0.6309329770227781,0.2661367288206289,0.10293029415659306,,
I,Senegal,Iraq,0.6582057098159662,0.24668513126532032,0.09510915891871358,,
I,Senegal,Norway,0.3429675231749575,0.34726285282023783,0.3097696240048047,,
I,Iraq,Norway,0.14833032662751472,0.30644897953493444,0.5452206938375509,,
J,Argentina,Algeria,0.7369534322470175,0.2082851853344384,0.05476138241854411,,
J,Argentina,Austria,0.7141591711194172,0.22166071244881377,0.06418011643176914,,
J,Argentina,Jordan,0.873471631989402,0.11318117542332722,0.013347192587270799,,
J,Algeria,Austria,0.3903689242793603,0.3437942244706457,0.26583685124999396,,
J,Algeria,Jordan,0.655230907084104,0.24783218723510805,0.09693690568078789,,
J,Austria,Jordan,0.6795139748258502,0.23487995737448836,0.08560606779966146,,
K,Portugal,DR Congo,0.7391371996448309,0.20399430853897255,0.056868491816196486,,
K,Portugal,Uzbekistan,0.7656981336380188,0.18710170666720125,0.047200159694780044,,
K,Portugal,Colombia,0.4622185354456422,0.3289643183953093,0.2088171461590485,,
K,DR Congo,Uzbekistan,0.4602746013491126,0.32816610636902516,0.21155929228186224,,
K,DR Congo,Colombia,0.16050732122734676,0.30148261946930055,0.5380100593033527,,
K,Uzbekistan,Colombia,0.1368199831147916,0.2904757851936269,0.5727042316915816,,
L,England,Croatia,0.5902654890810981,0.283307304769047,0.12642720614985503,,
L,England,Ghana,0.8265042718761095,0.14763496129073927,0.025860766833151284,,
L,England,Panama,0.7532162681152523,0.19765735136374316,0.04912638052100456,,
L,Croatia,Ghana,0.7145485575305055,0.21723547444951327,0.0682159680199812,,
L,Croatia,Panama,0.6113679872301621,0.2718728661858485,0.11675914658398939,,
L,Ghana,Panama,0.3102772062305717,0.35350120492614756,0.33622158884328074,,
