group,team_a,team_b,team_a_win,draw,team_b_win,team_a_goals_lambda,team_b_goals_lambda
A,Mexico,South Africa,0.7613353834221909,0.18969783312329994,0.04896678345450923,,
A,Mexico,South Korea,0.6165891270525915,0.26951599405080867,0.11389487889659988,,
A,Mexico,Czechia,0.706634185261229,0.22317988663556193,0.07018592810320902,,
A,South Africa,South Korea,0.26190296634009624,0.34717514048515175,0.390921893174752,,
A,South Africa,Czechia,0.3509722668532772,0.35129874260995586,0.2977289905367669,,
A,South Korea,Czechia,0.5225145037035805,0.3063248500583911,0.17116064623802846,,
B,Canada,Bosnia and Herzegovina,0.6407703732604012,0.2549768397244585,0.1042527870151403,,
B,Canada,Qatar,0.7028627139526202,0.22275231114823832,0.07438497489914149,,
B,Canada,Switzerland,0.2665230108305031,0.33956378215313443,0.39391320701636245,,
B,Bosnia and Herzegovina,Qatar,0.49350333522435913,0.31776034950196563,0.1887363152736753,,
B,Bosnia and Herzegovina,Switzerland,0.1092784714282681,0.2679753382302671,0.6227461903414648,,
B,Qatar,Switzerland,0.07627869545468267,0.23117570560374734,0.69254559894157,,
C,Brazil,Morocco,0.40075850112112454,0.3422172552061069,0.25702424367276855,,
C,Brazil,Haiti,0.8426077356704996,0.1352139284454053,0.022178335884095086,,
C,Brazil,Scotland,0.6808347891318316,0.23732041539961207,0.0818447954685563,,
C,Morocco,Haiti,0.8519412380360922,0.12832963565453603,0.019729126309371806,,
C,Morocco,Scotland,0.6972293684489335,0.22834606521589607,0.07442456633517047,,
C,Haiti,Scotland,0.20801027697856767,0.3346856115721581,0.4573041114492742,,
D,United States,Paraguay,0.4397586492087921,0.333833240275595,0.2264081105156129,,
D,United States,Australia,0.3877182315741279,0.34530126185506693,0.2669805065708052,,
D,United States,Turkey,0.38381239490949426,0.3443834635987107,0.2718041414917951,,
D,Paraguay,Australia,0.3686110235204049,0.3481998360792166,0.2831891404003785,,
D,Paraguay,Turkey,0.3646915903580242,0.34708767163607335,0.2882207380059024,,
D,Australia,Turkey,0.4161460561918118,0.33814345851904803,0.24571048528914027,,
E,Germany,Curacao,0.8522937701229915,0.12825516571544635,0.01945106416156225,,
E,Germany,Ivory Coast,0.6426610385172854,0.2574879101488641,0.09985105133385061,,
E,Germany,Ecuador,0.5275370542589829,0.3084319891556536,0.16403095658536354,,
E,Curacao,Ivory Coast,0.16308254162233018,0.3118631199474388,0.525054338430231,,
E,Curacao,Ecuador,0.09414431292482744,0.2548846155647402,0.6509710715104324,,
E,Ivory Coast,Ecuador,0.3073607356357936,0.3476463597457843,0.3449929046184222,,
F,Netherlands,Japan,0.541776414940985,0.3018845267140527,0.1563390583449622,,
F,Netherlands,Sweden,0.7067114396021984,0.22340705927249815,0.06988150112530339,,
F,Netherlands,Tunisia,0.8062932842963964,0.16130487454960024,0.032401841154003415,,
F,Japan,Sweden,0.6015633221024583,0.2761597935167504,0.12227688438079129,,
F,Japan,Tunisia,0.7262157465546363,0.21170958694709546,0.06207466649826834,,
F,Sweden,Tunisia,0.5645745421281647,0.2908738716600055,0.14455158621182979,,
G,Belgium,Egypt,0.602911445799929,0.2765118105423908,0.12057674365768019,,
G,Belgium,Iran,0.5323737671305252,0.30614425162586534,0.1614819812436095,,
G,Belgium,New Zealand,0.8005571884860656,0.16372993332295102,0.03571287819098343,,
G,Egypt,Iran,0.35109668505889013,0.3474498699606198,0.30145344498049015,,
G,Egypt,New Zealand,0.6654549273338306,0.24147337719401474,0.09307169547215473,,
G,Iran,New Zealand,0.7245519306835878,0.20943236684770725,0.06601570246870499,,
H,Spain,Cape Verde,0.8559577609751639,0.12699232038288844,0.01704991864194779,,
H,Spain,Saudi Arabia,0.8632363379659116,0.12119554890194809,0.015568113132140283,,
H,Spain,Uruguay,0.7437691090487167,0.20382239662816717,0.05240849432311609,,
H,Cape Verde,Saudi Arabia,0.4379720896239266,0.3342612561927852,0.2277666541832883,,
H,Cape Verde,Uruguay,0.2503534972743552,0.3419996583918425,0.4076468443338023,,
H,Saudi Arabia,Uruguay,0.2357085137954236,0.34029198015586487,0.42399950604871156,,
I,France,Senegal,0.6962686843783988,0.23238872318253614,0.07134259243906506,,
I,France,Iraq,0.8610110703882647,0.12255882353872413,0.016430106073011177,,
I,France,Norway,0.5973461885962713,0.28200649492171603,0.12064731648201261,,
I,Senegal,Iraq,0.6770928293306179,0.23696112512663084,0.08594604554275136,,
I,Senegal,Norway,0.32198957613827583,0.3448010237562321,0.3332094001054921,,
I,Iraq,Norway,0.11998989626945797,0.2825013825587953,0.5975087211717467,,
J,Argentina,Algeria,0.7163729816657769,0.22105206630350177,0.06257495203072133,,
J,Argentina,Austria,0.7179433583229047,0.21989646362837553,0.06216017804871984,,
J,Argentina,Jordan,0.8514629435907045,0.130270035257609,0.01826702115168656,,
J,Algeria,Austria,0.42422908506527474,0.33748771645170433,0.23828319848302093,,
J,Algeria,Jordan,0.6340329296743314,0.2583328581957707,0.10763421212989795,,
J,Austria,Jordan,0.6314782274004804,0.2594359005485235,0.10908587205099603,,
K,Portugal,DR Congo,0.7397909299886712,0.2038589165211663,0.056350153490162466,,
K,Portugal,Uzbekistan,0.7598779836348725,0.19093168704615152,0.0491903293189761,,
K,Portugal,Colombia,0.4533869067658419,0.3314781291751716,0.21513496405898644,,
K,DR Congo,Uzbekistan,0.4514322548422778,0.33033335364827904,0.21823439150944324,,
K,DR Congo,Colombia,0.15433413906122842,0.2967985960283986,0.5488672649103731,,
K,Uzbekistan,Colombia,0.13693862026514375,0.28998594647266107,0.5730754332621951,,
