group,team_a,team_b,team_a_win,draw,team_b_win,team_a_goals_lambda,team_b_goals_lambda
A,Mexico,South Africa,0.7585061909032415,0.15762245207510608,0.08387135702165248,,
A,Mexico,South Korea,0.550664443944153,0.22815538960628595,0.22118016644956104,,
A,Mexico,Czechia,0.6139372033239183,0.21092774757217353,0.17513504910390823,,
A,South Africa,South Korea,0.1893825873213544,0.2267138782636933,0.5839035344149524,,
A,South Africa,Czechia,0.23451865353198842,0.24333335605150713,0.5221479904165044,,
A,South Korea,Czechia,0.44821754554846005,0.24359737481459554,0.3081850796369444,,
B,Canada,Bosnia and Herzegovina,0.695780811352138,0.18154094827898057,0.12267824036888146,,
B,Canada,Qatar,0.7290648665030062,0.16860836896810352,0.10232676452889033,,
B,Canada,Switzerland,0.3541525741413044,0.25135970374293065,0.394487722115765,,
B,Bosnia and Herzegovina,Qatar,0.42947203470911005,0.24878550353314358,0.32174246175774646,,
B,Bosnia and Herzegovina,Switzerland,0.11611567930953598,0.19119098327304465,0.6926933374174195,,
B,Qatar,Switzerland,0.09656080939474068,0.17840512412824638,0.725034066477013,,
C,Brazil,Morocco,0.4307939756941024,0.24902483734440195,0.3201811869614956,,
C,Brazil,Haiti,0.8597529213028589,0.10660936486714834,0.033637713829992845,,
C,Brazil,Scotland,0.6870356358082269,0.18721918841288548,0.1257451757788877,,
C,Morocco,Haiti,0.8398049428600648,0.11792376306243611,0.0422712940774991,,
C,Morocco,Scotland,0.6493459181201804,0.20006956832047965,0.15058451355934,,
C,Haiti,Scotland,0.16743423555852627,0.22063219474130727,0.6119335697001665,,
D,United States,Paraguay,0.49471468048165274,0.23869646165332833,0.2665888578650189,,
D,United States,Australia,0.4283516466066665,0.2493055453523742,0.3223428080409592,,
D,United States,Turkey,0.4487105837501597,0.24702424561872813,0.3042651706311122,,
D,Paraguay,Australia,0.3249526695683136,0.25342844090153427,0.4216188895301521,,
D,Paraguay,Turkey,0.3429003831811344,0.2551143771871727,0.4019852396316929,,
D,Australia,Turkey,0.4067233765903332,0.25122094186257016,0.3420556815470966,,
E,Germany,Curacao,0.8827586374549652,0.09329343519044084,0.02394792735459397,,
E,Germany,Ivory Coast,0.6718804293264558,0.19347085934300728,0.13464871133053707,,
E,Germany,Ecuador,0.5526378662321303,0.22863158685766746,0.2187305469102022,,
E,Curacao,Ivory Coast,0.1250954521687214,0.1977901977524947,0.677114350078784,,
E,Curacao,Ecuador,0.06988677914545813,0.15516328237806057,0.7749499384764812,,
E,Ivory Coast,Ecuador,0.2708780761423468,0.24661512832556673,0.4825067955320864,,
F,Netherlands,Japan,0.46132645488171287,0.2466890222548858,0.2919845228634014,,
F,Netherlands,Sweden,0.6921050240904583,0.1862044878513094,0.1216904880582323,,
F,Netherlands,Tunisia,0.8087109477190241,0.13510503879992466,0.056184013481051294,,
F,Japan,Sweden,0.6289359718456814,0.2067862022814611,0.16427782587285758,,
F,Japan,Tunisia,0.764397773693083,0.15616889667627504,0.07943332963064191,,
F,Sweden,Tunisia,0.5533491884380654,0.22613518997823,0.22051562158370466,,
G,Belgium,Egypt,0.5626664159913805,0.2265562431587513,0.21077734084986827,,
G,Belgium,Iran,0.45307690854707583,0.24828588676598848,0.2986372046869357,,
G,Belgium,New Zealand,0.7482727857144612,0.16080521529773759,0.09092199898780128,,
G,Egypt,Iran,0.2856423984456334,0.24879429634140957,0.465563305212957,,
G,Egypt,New Zealand,0.6004121006590133,0.2101322944220292,0.18945560491895755,,
G,Iran,New Zealand,0.6980185775012021,0.17915374651138372,0.12282767598741418,,
H,Spain,Cape Verde,0.8631597410677515,0.10679222881399245,0.030048030118256113,,
H,Spain,Saudi Arabia,0.8555095884959487,0.1108703687926501,0.03362004271140119,,
H,Spain,Uruguay,0.7100083033239021,0.18154113451433018,0.10845056216176777,,
H,Cape Verde,Saudi Arabia,0.3735477090651973,0.25160722888729053,0.37484506204751217,,
H,Cape Verde,Uruguay,0.1820135549888895,0.22246090652648087,0.5955255384846297,,
H,Saudi Arabia,Uruguay,0.1931259757233968,0.22847051225863166,0.5784035120179716,,
I,France,Senegal,0.7168727621138491,0.17907678638476557,0.10405045150138532,,
I,France,Iraq,0.835677976002196,0.12188532845691896,0.04243669554088516,,
I,France,Norway,0.5624668140485034,0.22926005043457934,0.20827313551691726,,
I,Senegal,Iraq,0.5705162099251317,0.2200964330294272,0.2093873570454411,,
I,Senegal,Norway,0.23468560048432063,0.2400589434600844,0.525255456055595,,
I,Iraq,Norway,0.11787176087260205,0.1963055600218903,0.6858226791055076,,
J,Argentina,Algeria,0.7424944354375745,0.16878643706651936,0.08871912749590617,,
J,Argentina,Austria,0.7043667150780608,0.18509096607142522,0.11054231885051392,,
J,Argentina,Jordan,0.8793748677658959,0.09648903714895311,0.02413609508515106,,
J,Algeria,Austria,0.3355542660912454,0.253280347454141,0.4111653864546136,,
J,Algeria,Jordan,0.6312177504981481,0.20305929093721664,0.1657229585646352,,
J,Austria,Jordan,0.6765562783314455,0.18827125665240713,0.13517246501614744,,
K,Portugal,DR Congo,0.7143394300386198,0.177353454631482,0.10830711532989828,,
K,Portugal,Uzbekistan,0.650256974893021,0.19921599526726572,0.15052702983971328,,
K,Portugal,Colombia,0.37618996364950646,0.2530791290242591,0.3707309073262344,,
K,DR Congo,Uzbekistan,0.3190252324284364,0.24938062368572683,0.43159414388583683,,
K,DR Congo,Colombia,0.11557584597394101,0.18538914984527238,0.6990350041807867,,
K,Uzbekistan,Colombia,0.15900060760952875,0.21191666020941005,0.6290827321810613,,
L,England,Croatia,0.5933095557383119,0.21924194129968363,0.1874485029620045,,
L,England,Ghana,0.8568917824927584,0.10923674446872421,0.03387147303851733,,
L,England,Panama,0.7544401598658735,0.16262802605163382,0.08293181408249264,,
L,Croatia,Ghana,0.7334032697008909,0.16764201494437034,0.09895471535473882,,
L,Croatia,Panama,0.5767213724102715,0.22136190368204586,0.20191672390768256,,
L,Ghana,Panama,0.23263855570856093,0.2430511730288424,0.5243102712625967,,
